file_id,location,state,time_zone,latitude,longitude,elevation
726785,"BUTTE BERT MOONEY ARPT",MT,-7.0,45.950,-112.500,1689
726797,"BOZEMAN GALLATIN FIELD",MT,-7.0,45.800,-111.150,1349
726798,"LIVINGSTON MISSION FIELD",MT,-7.0,45.700,-110.450,1418
727680,"GLASGOW INTL ARPT",MT,-7.0,48.217,-106.617,699
727686,"WOLF POINT INTL [FORT PECK - SURFRAD]",MT,-7.0,48.310,-105.100,634
727687,"SIDNEY-RICHLAND",MT,-7.0,47.700,-104.200,605
727720,"HELENA REGIONAL AIRPORT",MT,-7.0,46.600,-111.967,1167
727730,"MISSOULA INTERNATIONAL AP",MT,-7.0,46.917,-114.100,973
727750,"GREAT FALLS INTL ARPT",MT,-7.0,47.467,-111.383,1117
727770,"HAVRE CITY-COUNTY AP",MT,-7.0,48.550,-109.767,788
727790,"KALISPELL GLACIER PK INT'L AR",MT,-7.0,48.317,-114.250,906
727796,"CUT BANK MUNI AP",MT,-7.0,48.600,-112.367,1170
742300,"MILES CITY MUNICIPAL ARPT",MT,-7.0,46.433,-105.883,801
727530,"FARGO HECTOR INTERNATIONAL AP",ND,-6.0,46.933,-96.817,274
727535,"JAMESTOWN MUNICIPAL ARPT",ND,-6.0,46.917,-98.683,455
727573,"DEVILS LAKE(AWOS)",ND,-6.0,48.117,-98.917,443
727575,"GRAND FORKS AF",ND,-6.0,47.967,-97.400,276
727576,"GRAND FORKS INTERNATIONAL AP",ND,-6.0,47.950,-97.183,256
727640,"BISMARCK MUNICIPAL ARPT [ISIS]",ND,-7.0,46.770,-100.770,502
727645,"DICKINSON MUNICIPAL AP",ND,-7.0,46.800,-102.800,788
727670,"WILLISTON SLOULIN INTL AP",ND,-6.0,48.200,-103.650,580
727675,"MINOT AFB",ND,-6.0,48.417,-101.350,497
727676,"MINOT FAA AP",ND,-6.0,48.267,-101.283,523
785140,"AQUADILLA/BORINQUEN",PR,-4.0,18.500,-67.133,72
785145,"EUGENIO MARIA DE HO",PR,-4.0,18.250,-67.150,9
785203,"MERCEDITA",PR,-4.0,18.000,-66.550,8
785260,"SAN JUAN INTL ARPT",PR,-4.0,18.417,-66.000,19
785263,"SAN JUAN L M MARIN INTL AP",PR,-4.0,18.433,-66.000,3
785350,"ROOSEVELT ROADS",PR,-4.0,18.250,-65.633,12
785430,"CHARLOTTE AMALIE HARRY S TRUM",VI,-4.0,18.350,-64.967,6
911650,"LIHUE AIRPORT",HI,-10.0,21.983,-159.333,31
911760,"KANEOHE BAY MCAS",HI,-10.0,21.450,-157.783,3
911780,"BARBERS POINT NAS",HI,-10.0,21.317,-158.067,15
911820,"HONOLULU INTL ARPT",HI,-10.0,21.317,-157.933,2
911860,"MOLOKAI (AMOS)",HI,-10.0,21.150,-157.100,137
911900,"KAHULUI AIRPORT",HI,-10.0,20.900,-156.433,16
911904,"KAPALUA",HI,-10.0,20.950,-156.633,80
911905,"LANAI",HI,-10.0,20.783,-156.950,409
911975,"KONA INTL AT KEAHOL",HI,-10.0,19.733,-156.050,15
912850,"HILO INTERNATIONAL AP",HI,-10.0,19.717,-155.050,9
912120,"GUAM WFO",GU,10.0,13.483,144.800,77
912180,"ANDERSEN AFB",GU,10.0,13.567,144.917,162
